# tb_imm_gen vectors -- generated by tools/gen_imm_vectors.py (seed 20260906)
# idx  inst      sel  expected  source
  972  6b4bece3  2    00000eb8  bltu x23, x20, 3768
  973  6cd370e3  2    00000ec0  bgeu x6, x13, 3776
  974  6def87e3  2    00000ece  beq x31, x30, 3790
  975  736a93e3  2    00000f26  bne x21, x22, 3878
  976  757dc6e3  2    00000f4c  blt x27, x23, 3916
  977  769955e3  2    00000f6a  bge x18, x9, 3946
  978  7f516ce3  2    00000ff8  bltu x2, x21, 4088
  979  7f78fee3  2    00000ffc  bgeu x17, x23, 4092
  980  7e988fe3  2    00000ffe  beq x17, x9, 4094
  981  800006b7  3    80000000  lui x13, -524288
  982  80001517  3    80001000  auipc x10, -524287
  983  866d12b7  3    866d1000  lui x5, -497967
  984  872dd617  3    872dd000  auipc x12, -494883
  985  884750b7  3    88475000  lui x1, -490379
  986  8bd88a17  3    8bd88000  auipc x20, -475768
  987  8bda2e37  3    8bda2000  lui x28, -475742
  988  8c44f017  3    8c44f000  auipc x0, -474033
  989  8d38dd37  3    8d38d000  lui x26, -470131
  990  90b3bd97  3    90b3b000  auipc x27, -455877
  991  91611eb7  3    91611000  lui x29, -453103
  992  91fcca97  3    91fcc000  auipc x21, -450612
  993  92dd18b7  3    92dd1000  lui x17, -447023
  994  957ce497  3    957ce000  auipc x9, -436274
  995  97e584b7  3    97e58000  lui x9, -426408
  996  9954ea97  3    9954e000  auipc x21, -420530
  997  997465b7  3    99746000  lui x11, -420026
  998  9a7d9f17  3    9a7d9000  auipc x30, -415783
  999  9b1d2b37  3    9b1d2000  lui x22, -413230
 1000  9c1b1297  3    9c1b1000  auipc x5, -409167
 1001  9cdee137  3    9cdee000  lui x2, -406034
 1002  9ce8ce17  3    9ce8c000  auipc x28, -405876
 1003  9ddf07b7  3    9ddf0000  lui x15, -401936
 1004  a1b53417  3    a1b53000  auipc x8, -386221
 1005  a3bc6bb7  3    a3bc6000  lui x23, -377914
 1006  a6a23417  3    a6a23000  auipc x8, -366045
 1007  a798ea37  3    a798e000  lui x20, -362098
 1008  a83e1297  3    a83e1000  auipc x5, -359455
 1009  a99d7f37  3    a99d7000  lui x30, -353833
 1010  ab79b297  3    ab79b000  auipc x5, -346213
 1011  ad922fb7  3    ad922000  lui x31, -337630
 1012  adf7ee97  3    adf7e000  auipc x29, -336002
 1013  adfef1b7  3    adfef000  lui x3, -335889
 1014  aff49a97  3    aff49000  auipc x21, -327863
 1015  b0320ab7  3    b0320000  lui x21, -326880
 1016  b0904997  3    b0904000  auipc x19, -325372
 1017  b26f13b7  3    b26f1000  lui x7, -317711
 1018  b3936397  3    b3936000  auipc x7, -313034
 1019  b3d313b7  3    b3d31000  lui x7, -312015
 1020  b69c0717  3    b69c0000  auipc x14, -300608
 1021  b70a6c37  3    b70a6000  lui x24, -298842
 1022  bb173e97  3    bb173000  auipc x29, -282253
 1023  bc71a137  3    bc71a000  lui x2, -276710
 1024  befa7917  3    befa7000  auipc x18, -266329
 1025  bf280ab7  3    bf280000  lui x21, -265600
 1026  bffffa97  3    bffff000  auipc x21, -262145
 1027  c0000937  3    c0000000  lui x18, -262144
 1028  c0001597  3    c0001000  auipc x11, -262143
 1029  c3926fb7  3    c3926000  lui x31, -247514
 1030  c8847997  3    c8847000  auipc x19, -227257
 1031  caf447b7  3    caf44000  lui x15, -217276
 1032  cdce6317  3    cdce6000  auipc x6, -205594
 1033  ce425337  3    ce425000  lui x6, -203739
 1034  ce85b017  3    ce85b000  auipc x0, -202661
 1035  d7116bb7  3    d7116000  lui x23, -167658
 1036  d71a6097  3    d71a6000  auipc x1, -167514
 1037  d8a64737  3    d8a64000  lui x14, -161180
 1038  db2a7097  3    db2a7000  auipc x1, -150873
 1039  dbe260b7  3    dbe26000  lui x1, -147930
 1040  dc442397  3    dc442000  auipc x7, -146366
 1041  dc6807b7  3    dc680000  lui x15, -145792
 1042  df746217  3    df746000  auipc x4, -133306
 1043  dffffe37  3    dffff000  lui x28, -131073
 1044  e0000d97  3    e0000000  auipc x27, -131072
 1045  e0001337  3    e0001000  lui x6, -131071
 1046  e016d297  3    e016d000  auipc x5, -130707
 1047  e3400937  3    e3400000  lui x18, -117760
 1048  e430ef17  3    e430e000  auipc x30, -113906
 1049  e514e137  3    e514e000  lui x2, -110258
 1050  e7ea4917  3    e7ea4000  auipc x18, -98652
 1051  eabaf1b7  3    eabaf000  lui x3, -87121
 1052  edb97f17  3    edb97000  auipc x30, -74857
 1053  effffe37  3    effff000  lui x28, -65537
 1054  f0000e97  3    f0000000  auipc x29, -65536
 1055  f0001cb7  3    f0001000  lui x25, -65535
 1056  f0eb2b97  3    f0eb2000  auipc x23, -61774
 1057  f16074b7  3    f1607000  lui x9, -59897
 1058  f6036897  3    f6036000  auipc x17, -40906
 1059  f729ddb7  3    f729d000  lui x27, -36195
 1060  f7fff117  3    f7fff000  auipc x2, -32769
 1061  f80002b7  3    f8000000  lui x5, -32768
 1062  f8001797  3    f8001000  auipc x15, -32767
 1063  f80527b7  3    f8052000  lui x15, -32686
 1064  f9a35f17  3    f9a35000  auipc x30, -26059
 1065  fb3058b7  3    fb305000  lui x17, -19707
 1066  fb3b4f97  3    fb3b4000  auipc x31, -19532
 1067  fbfff537  3    fbfff000  lui x10, -16385
 1068  fc000597  3    fc000000  auipc x11, -16384
 1069  fc001d37  3    fc001000  lui x26, -16383
 1070  fc7b4a17  3    fc7b4000  auipc x20, -14412
 1071  fdfff9b7  3    fdfff000  lui x19, -8193
 1072  fe000417  3    fe000000  auipc x8, -8192
 1073  fe001437  3    fe001000  lui x8, -8191
 1074  fefff917  3    fefff000  auipc x18, -4097
 1075  ff000637  3    ff000000  lui x12, -4096
 1076  ff001617  3    ff001000  auipc x12, -4095
 1077  ff7ff037  3    ff7ff000  lui x0, -2049
 1078  ff800117  3    ff800000  auipc x2, -2048
 1079  ff801337  3    ff801000  lui x6, -2047
 1080  ffbfff97  3    ffbff000  auipc x31, -1025
 1081  ffc00cb7  3    ffc00000  lui x25, -1024
 1082  ffc01897  3    ffc01000  auipc x17, -1023
 1083  ffdffeb7  3    ffdff000  lui x29, -513
 1084  ffe00317  3    ffe00000  auipc x6, -512
 1085  ffe012b7  3    ffe01000  lui x5, -511
 1086  ffeff797  3    ffeff000  auipc x15, -257
 1087  fff00d37  3    fff00000  lui x26, -256
 1088  fff01717  3    fff01000  auipc x14, -255
 1089  fff7f8b7  3    fff7f000  lui x17, -129
 1090  fff80817  3    fff80000  auipc x16, -128
 1091  fff816b7  3    fff81000  lui x13, -127
 1092  fffbfb17  3    fffbf000  auipc x22, -65
 1093  fffc0ab7  3    fffc0000  lui x21, -64
 1094  fffc1d97  3    fffc1000  auipc x27, -63
 1095  fffdf837  3    fffdf000  lui x16, -33
 1096  fffe0097  3    fffe0000  auipc x1, -32
 1097  fffe13b7  3    fffe1000  lui x7, -31
 1098  fffef917  3    fffef000  auipc x18, -17
 1099  ffff06b7  3    ffff0000  lui x13, -16
 1100  ffff1517  3    ffff1000  auipc x10, -15
 1101  ffff7937  3    ffff7000  lui x18, -9
 1102  ffff8517  3    ffff8000  auipc x10, -8
 1103  ffff9037  3    ffff9000  lui x0, -7
 1104  ffffbb97  3    ffffb000  auipc x23, -5
 1105  ffffc9b7  3    ffffc000  lui x19, -4
 1106  ffffd717  3    ffffd000  auipc x14, -3
 1107  ffffea37  3    ffffe000  lui x20, -2
 1108  fffffc17  3    fffff000  auipc x24, -1
 1109  00000337  3    00000000  lui x6, 0
 1110  00001317  3    00001000  auipc x6, 1
 1111  00002e37  3    00002000  lui x28, 2
 1112  00003f97  3    00003000  auipc x31, 3
 1113  000048b7  3    00004000  lui x17, 4
 1114  00005997  3    00005000  auipc x19, 5
 1115  00007837  3    00007000  lui x16, 7
 1116  00008d17  3    00008000  auipc x26, 8
 1117  00009fb7  3    00009000  lui x31, 9
 1118  0000fb97  3    0000f000  auipc x23, 15
 1119  00010537  3    00010000  lui x10, 16
 1120  00011a97  3    00011000  auipc x21, 17
 1121  0001f8b7  3    0001f000  lui x17, 31
 1122  00020e17  3    00020000  auipc x28, 32
 1123  00021e37  3    00021000  lui x28, 33
 1124  0003f697  3    0003f000  auipc x13, 63
 1125  00040737  3    00040000  lui x14, 64
 1126  00041997  3    00041000  auipc x19, 65
 1127  0007fdb7  3    0007f000  lui x27, 127
 1128  00080a97  3    00080000  auipc x21, 128
 1129  000815b7  3    00081000  lui x11, 129
 1130  000ff097  3    000ff000  auipc x1, 255
 1131  001008b7  3    00100000  lui x17, 256
 1132  00101817  3    00101000  auipc x16, 257
 1133  001ffab7  3    001ff000  lui x21, 511
 1134  00200e97  3    00200000  auipc x29, 512
 1135  00201cb7  3    00201000  lui x25, 513
 1136  003ff317  3    003ff000  auipc x6, 1023
 1137  00400037  3    00400000  lui x0, 1024
 1138  00401c17  3    00401000  auipc x24, 1025
 1139  007ff4b7  3    007ff000  lui x9, 2047
 1140  00800d97  3    00800000  auipc x27, 2048
 1141  00801137  3    00801000  lui x2, 2049
 1142  00ffff17  3    00fff000  auipc x30, 4095
 1143  010006b7  3    01000000  lui x13, 4096
 1144  01001e17  3    01001000  auipc x28, 4097
 1145  01fff837  3    01fff000  lui x16, 8191
 1146  02000b97  3    02000000  auipc x23, 8192
 1147  02001bb7  3    02001000  lui x23, 8193
 1148  03fff417  3    03fff000  auipc x8, 16383
 1149  04000b37  3    04000000  lui x22, 16384
 1150  04001517  3    04001000  auipc x10, 16385
 1151  07fffd37  3    07fff000  lui x26, 32767
 1152  08000b17  3    08000000  auipc x22, 32768
 1153  080011b7  3    08001000  lui x3, 32769
 1154  0872e917  3    0872e000  auipc x18, 34606
 1155  087a7e37  3    087a7000  lui x28, 34727
 1156  096a4d17  3    096a4000  auipc x26, 38564
 1157  0f2d6f37  3    0f2d6000  lui x30, 62166
 1158  0ffff497  3    0ffff000  auipc x9, 65535
 1159  10000537  3    10000000  lui x10, 65536
 1160  10001c97  3    10001000  auipc x25, 65537
 1161  120cdab7  3    120cd000  lui x21, 73933
 1162  12100917  3    12100000  auipc x18, 73984
 1163  13ccd9b7  3    13ccd000  lui x19, 81101
 1164  16f6dd97  3    16f6d000  auipc x27, 94061
 1165  17d47eb7  3    17d47000  lui x29, 97607
 1166  1811e417  3    1811e000  auipc x8, 98590
 1167  1917a137  3    1917a000  lui x2, 102778
 1168  19425297  3    19425000  auipc x5, 103461
 1169  1a75abb7  3    1a75a000  lui x23, 108378
 1170  1c184997  3    1c184000  auipc x19, 115076
 1171  1d1244b7  3    1d124000  lui x9, 119076
 1172  1ffff517  3    1ffff000  auipc x10, 131071
 1173  20000ab7  3    20000000  lui x21, 131072
 1174  20001197  3    20001000  auipc x3, 131073
 1175  220f6537  3    220f6000  lui x10, 139510
 1176  239c8817  3    239c8000  auipc x16, 145864
 1177  24a82037  3    24a82000  lui x0, 150146
 1178  27d69d97  3    27d69000  auipc x27, 163177
 1179  294e0cb7  3    294e0000  lui x25, 169184
 1180  29bf8097  3    29bf8000  auipc x1, 171000
 1181  2b2f2037  3    2b2f2000  lui x0, 176882
 1182  30e32a17  3    30e32000  auipc x20, 200242
 1183  3101c0b7  3    3101c000  lui x1, 200732
 1184  32b9f217  3    32b9f000  auipc x4, 207775
 1185  33fae6b7  3    33fae000  lui x13, 212910
 1186  34497117  3    34497000  auipc x2, 214167
 1187  379f48b7  3    379f4000  lui x17, 227828
 1188  3b8a0717  3    3b8a0000  auipc x14, 243872
 1189  3c905037  3    3c905000  lui x0, 248069
 1190  3cdc0017  3    3cdc0000  auipc x0, 249280
 1191  3d45e9b7  3    3d45e000  lui x19, 250974
 1192  3dce0117  3    3dce0000  auipc x2, 253152
 1193  3efd5937  3    3efd5000  lui x18, 258005
 1194  3f739f97  3    3f739000  auipc x31, 259897
 1195  3ffff837  3    3ffff000  lui x16, 262143
 1196  40000917  3    40000000  auipc x18, 262144
 1197  40001a37  3    40001000  lui x20, 262145
 1198  4322dc97  3    4322d000  auipc x25, 274989
 1199  457e58b7  3    457e5000  lui x17, 284645
 1200  48b4d517  3    48b4d000  auipc x10, 297805
 1201  49b23b37  3    49b23000  lui x22, 301859
 1202  49de5a97  3    49de5000  auipc x21, 302565
 1203  4aac6fb7  3    4aac6000  lui x31, 305862
 1204  4d575597  3    4d575000  auipc x11, 316789
 1205  4f4ae4b7  3    4f4ae000  lui x9, 324782
 1206  501ef297  3    501ef000  auipc x5, 328175
 1207  536800b7  3    53680000  lui x1, 341632
 1208  53740797  3    53740000  auipc x15, 341824
 1209  549503b7  3    54950000  lui x7, 346448
 1210  54e44917  3    54e44000  auipc x18, 347716
 1211  55ec94b7  3    55ec9000  lui x9, 351945
 1212  59d9a497  3    59d9a000  auipc x9, 368026
 1213  5acae7b7  3    5acae000  lui x15, 371886
 1214  5c001e17  3    5c001000  auipc x28, 376833
 1215  5d46b037  3    5d46b000  lui x0, 382059
 1216  5d5b2797  3    5d5b2000  auipc x15, 382386
 1217  62576b37  3    62576000  lui x22, 402806
 1218  63409797  3    63409000  auipc x15, 406537
 1219  63b2d137  3    63b2d000  lui x2, 408365
 1220  6440a097  3    6440a000  auipc x1, 410634
 1221  659f4a37  3    659f4000  lui x20, 416244
 1222  67921117  3    67921000  auipc x2, 424225
 1223  6c3d4eb7  3    6c3d4000  lui x29, 443348
 1224  6fb4ad97  3    6fb4a000  auipc x27, 457546
 1225  701b9037  3    701b9000  lui x0, 459193
 1226  701dd097  3    701dd000  auipc x1, 459229
 1227  71104437  3    71104000  lui x8, 463108
 1228  715f2717  3    715f2000  auipc x14, 464370
 1229  726b6837  3    726b6000  lui x16, 468662
 1230  737b9d17  3    737b9000  auipc x26, 473017
 1231  7492c7b7  3    7492c000  lui x15, 477484
 1232  751a4f97  3    751a4000  auipc x31, 479652
 1233  79414b37  3    79414000  lui x22, 496660
 1234  7942d397  3    7942d000  auipc x7, 496685
 1235  7c98b337  3    7c98b000  lui x6, 510347
 1236  7ca55217  3    7ca55000  auipc x4, 510549
 1237  7d71b1b7  3    7d71b000  lui x3, 513819
 1238  7e30f917  3    7e30f000  auipc x18, 516879
 1239  7e855bb7  3    7e855000  lui x23, 518229
 1240  7fac2e17  3    7fac2000  auipc x28, 522946
 1241  7ffff0b7  3    7ffff000  lui x1, 524287
 1242  80000397  3    80000000  auipc x7, 524288
 1243  80001d37  3    80001000  lui x26, 524289
 1244  813fd997  3    813fd000  auipc x19, 529405
 1245  81ee7437  3    81ee7000  lui x8, 532199
 1246  825eb917  3    825eb000  auipc x18, 533995
 1247  855c5e37  3    855c5000  lui x28, 546245
 1248  87291a97  3    87291000  auipc x21, 553617
 1249  885a3db7  3    885a3000  lui x27, 558499
 1250  89883797  3    89883000  auipc x15, 563331
 1251  8a691d37  3    8a691000  lui x26, 566929
 1252  8ba9e497  3    8ba9e000  auipc x9, 572062
 1253  8bc78137  3    8bc78000  lui x2, 572536
 1254  8effba97  3    8effb000  auipc x21, 585723
 1255  91d08837  3    91d08000  lui x16, 597256
 1256  932e5197  3    932e5000  auipc x3, 602853
 1257  9748eab7  3    9748e000  lui x21, 619662
 1258  976a1297  3    976a1000  auipc x5, 620193
 1259  9862e6b7  3    9862e000  lui x13, 624174
 1260  99bc0197  3    99bc0000  auipc x3, 629696
 1261  9a35f737  3    9a35f000  lui x14, 631647
 1262  9b2c1197  3    9b2c1000  auipc x3, 635585
 1263  9bdea537  3    9bdea000  lui x10, 638442
 1264  9c337097  3    9c337000  auipc x1, 639799
 1265  9d4b6ab7  3    9d4b6000  lui x21, 644278
 1266  9eb8f497  3    9eb8f000  auipc x9, 650127
 1267  9faacbb7  3    9faac000  lui x23, 653996
 1268  a0976897  3    a0976000  auipc x17, 657782
 1269  a398cb37  3    a398c000  lui x22, 670092
 1270  a3a28397  3    a3a28000  auipc x7, 670248
 1271  a4211fb7  3    a4211000  lui x31, 672273
 1272  a6d5f597  3    a6d5f000  auipc x11, 683359
 1273  a938a937  3    a938a000  lui x18, 693130
 1274  a93b3697  3    a93b3000  auipc x13, 693171
 1275  af44b4b7  3    af44b000  lui x9, 717899
 1276  b2f73517  3    b2f73000  auipc x10, 733043
 1277  b4aca437  3    b4aca000  lui x8, 740042
 1278  b4f6f097  3    b4f6f000  auipc x1, 741231
 1279  b5580cb7  3    b5580000  lui x25, 742784
 1280  b6a2d717  3    b6a2d000  auipc x14, 748077
 1281  b7cb3db7  3    b7cb3000  lui x27, 752819
 1282  bae39097  3    bae39000  auipc x1, 765497
 1283  bb5ac7b7  3    bb5ac000  lui x15, 767404
 1284  bc7afa17  3    bc7af000  auipc x20, 772015
 1285  bd06cd37  3    bd06c000  lui x26, 774252
 1286  bd2b0297  3    bd2b0000  auipc x5, 774832
 1287  c3366137  3    c3366000  lui x2, 799590
 1288  c3a25717  3    c3a25000  auipc x14, 801317
 1289  c5e4b137  3    c5e4b000  lui x2, 810571
 1290  c7cd1e17  3    c7cd1000  auipc x28, 818385
 1291  c9ffcdb7  3    c9ffc000  lui x27, 827388
 1292  cbd35a17  3    cbd35000  auipc x20, 834869
 1293  ccaeda37  3    ccaed000  lui x20, 838381
 1294  cdc27117  3    cdc27000  auipc x2, 842791
 1295  cdd98c37  3    cdd98000  lui x24, 843160
 1296  cdf17597  3    cdf17000  auipc x11, 843543
 1297  cea49637  3    cea49000  lui x12, 846409
 1298  d23d0117  3    d23d0000  auipc x2, 861136
 1299  d246a9b7  3    d246a000  lui x19, 861290
 1300  d41b9c17  3    d41b9000  auipc x24, 868793
 1301  d689ef37  3    d689e000  lui x30, 878750
 1302  d697dd97  3    d697d000  auipc x27, 878973
 1303  d768b6b7  3    d768b000  lui x13, 882315
 1304  d86eca17  3    d86ec000  auipc x20, 886508
 1305  d95fb5b7  3    d95fb000  lui x11, 890363
 1306  da411297  3    da411000  auipc x5, 893969
 1307  da657037  3    da657000  lui x0, 894551
 1308  dac08197  3    dac08000  auipc x3, 896008
 1309  dbaa75b7  3    dbaa7000  lui x11, 899751
 1310  e1b9ec97  3    e1b9e000  auipc x25, 924574
 1311  e1cf9eb7  3    e1cf9000  lui x29, 924921
 1312  e404d217  3    e404d000  auipc x4, 933965
 1313  e52cb337  3    e52cb000  lui x6, 938699
 1314  e5f48b17  3    e5f48000  auipc x22, 941896
 1315  e5f507b7  3    e5f50000  lui x15, 941904
 1316  e61d8f17  3    e61d8000  auipc x30, 942552
 1317  ea74bab7  3    ea74b000  lui x21, 960331
 1318  ebe50e17  3    ebe50000  auipc x28, 966224
 1319  f098eb37  3    f098e000  lui x22, 985486
 1320  f1baeb97  3    f1bae000  auipc x23, 990126
 1321  f3822fb7  3    f3822000  lui x31, 997410
 1322  f3bdb997  3    f3bdb000  auipc x19, 998363
 1323  f49c40b7  3    f49c4000  lui x1, 1001924
 1324  f4f8f597  3    f4f8f000  auipc x11, 1003407
 1325  f62897b7  3    f6289000  lui x15, 1008265
 1326  f62f3a17  3    f62f3000  auipc x20, 1008371
 1327  f6b69437  3    f6b69000  lui x8, 1010537
 1328  f7d4ce97  3    f7d4c000  auipc x29, 1015116
 1329  f90cebb7  3    f90ce000  lui x23, 1020110
 1330  fcddd717  3    fcddd000  auipc x14, 1035741
 1331  fe2cf137  3    fe2cf000  lui x2, 1041103
 1332  ff5e3a97  3    ff5e3000  auipc x21, 1045987
 1333  ffffef37  3    ffffe000  lui x30, 1048574
 1334  fffff197  3    fffff000  auipc x3, 1048575
 1335  800008ef  4    fff00000  jal x17, -1048576
 1336  80200e6f  4    fff00002  jal x28, -1048574
 1337  800017ef  4    fff01000  jal x15, -1044480
 1338  a9f0466f  4    fff04a9e  jal x12, -1029474
 1339  c23058ef  4    fff05c22  jal x17, -1024990
 1340  f03057ef  4    fff05f02  jal x15, -1024254
 1341  b0a09d6f  4    fff0930a  jal x26, -1010934
 1342  9bb0a1ef  4    fff0a9ba  jal x3, -1005126
 1343  cb70b8ef  4    fff0bcb6  jal x17, -1000266
 1344  c290dcef  4    fff0dc28  jal x25, -992216
 1345  e290d26f  4    fff0de28  jal x4, -991704
 1346  bc60ed6f  4    fff0e3c6  jal x26, -990266
 1347  9ec113ef  4    fff111ec  jal x7, -978452
 1348  aa21146f  4    fff112a2  jal x8, -978270
 1349  bc51116f  4    fff11bc4  jal x2, -975932
 1350  8b7123ef  4    fff128b6  jal x7, -972618
 1351  b70166ef  4    fff16370  jal x13, -957584
 1352  9a3174ef  4    fff179a2  jal x9, -951902
 1353  c381e6ef  4    fff1e438  jal x13, -924616
 1354  cc21eeef  4    fff1e4c2  jal x29, -924478
 1355  b061f1ef  4    fff1f306  jal x3, -920826
 1356  94221a6f  4    fff21142  jal x20, -913086
 1357  b5023d6f  4    fff23350  jal x26, -904368
 1358  8c82506f  4    fff250c8  jal x0, -896824
 1359  e652ef6f  4    fff2ee64  jal x30, -856476
 1360  f052eeef  4    fff2ef04  jal x29, -856316
 1361  a4231bef  4    fff31242  jal x23, -847294
 1362  a733196f  4    fff31a72  jal x18, -845198
 1363  812320ef  4    fff32012  jal x1, -843758
 1364  e73331ef  4    fff33e72  jal x3, -835982
 1365  b0234a6f  4    fff34302  jal x20, -834814
 1366  b1436cef  4    fff36314  jal x25, -826604
 1367  dbd375ef  4    fff37dbc  jal x11, -819780
 1368  f1338def  4    fff38f12  jal x27, -815342
 1369  95f3996f  4    fff3995e  jal x18, -812706
 1370  a4b3b3ef  4    fff3ba4a  jal x7, -804278
 1371  fdf3f1ef  4    fff3ffde  jal x3, -786466
 1372  91f40e6f  4    fff4091e  jal x28, -784098
 1373  f4f406ef  4    fff40f4e  jal x13, -782514
 1374  82741aef  4    fff41826  jal x21, -780250
 1375  fa34246f  4    fff42fa2  jal x8, -774238
 1376  8f644a6f  4    fff440f6  jal x20, -769802
 1377  dbb47a6f  4    fff47dba  jal x20, -754246
 1378  dc34a8ef  4    fff4adc2  jal x17, -741950
 1379  e164ca6f  4    fff4c616  jal x20, -735722
 1380  96d4d6ef  4    fff4d96c  jal x13, -730772
 1381  d334d8ef  4    fff4dd32  jal x17, -729806
 1382  fa74d46f  4    fff4dfa6  jal x8, -729178
 1383  8b555bef  4    fff558b4  jal x23, -698188
 1384  82c564ef  4    fff5602c  jal x9, -696276
 1385  9335606f  4    fff56932  jal x0, -693966
 1386  e175656f  4    fff56e16  jal x10, -692714
 1387  e365c9ef  4    fff5c636  jal x19, -670154
 1388  e0b5caef  4    fff5ce0a  jal x21, -668150
 1389  f885d56f  4    fff5d788  jal x10, -665720
 1390  cf360c6f  4    fff60cf2  jal x24, -652046
 1391  d2e6496f  4    fff6452e  jal x18, -637650
 1392  eae6a9ef  4    fff6a6ae  jal x19, -612690
 1393  cf36bb6f  4    fff6bcf2  jal x22, -606990
 1394  bd06c9ef  4    fff6c3d0  jal x19, -605232
 1395  bf16e46f  4    fff6ebf0  jal x8, -594960
 1396  ace6f5ef  4    fff6f2ce  jal x11, -593202
 1397  8f56ff6f  4    fff6f8f4  jal x30, -591628
 1398  8227296f  4    fff72022  jal x18, -581598
 1399  b56734ef  4    fff73356  jal x9, -576682
 1400  aaf73c6f  4    fff73aae  jal x24, -574802
 1401  dd475a6f  4    fff755d4  jal x20, -567852
 1402  abe78d6f  4    fff782be  jal x26, -556354
 1403  b0578fef  4    fff78b04  jal x31, -554236
 1404  fbd7a96f  4    fff7afbc  jal x18, -544836
 1405  f9c7dd6f  4    fff7d79c  jal x26, -534628
 1406  e5d7ee6f  4    fff7ee5c  jal x28, -528804
 1407  8267f4ef  4    fff7f026  jal x9, -528346
 1408  fff7f2ef  4    fff7fffe  jal x5, -524290
 1409  80080cef  4    fff80000  jal x25, -524288
 1410  8028066f  4    fff80002  jal x12, -524286
 1411  b15864ef  4    fff86b14  jal x9, -496876
 1412  dc58796f  4    fff87dc4  jal x18, -492092
 1413  8798ddef  4    fff8d878  jal x27, -468872
 1414  db18e16f  4    fff8edb0  jal x2, -463440
 1415  8909116f  4    fff91090  jal x2, -454512
 1416  81292cef  4    fff92012  jal x25, -450542
 1417  b9a9656f  4    fff9639a  jal x10, -433254
 1418  f7f989ef  4    fff98f7e  jal x19, -422018
 1419  ee89cd6f  4    fff9c6e8  jal x26, -407832
 1420  8999e36f  4    fff9e898  jal x6, -399208
 1421  eeea486f  4    fffa46ee  jal x16, -375058
 1422  997a4eef  4    fffa4996  jal x29, -374378
 1423  9d8a62ef  4    fffa61d8  jal x5, -368168
 1424  86da61ef  4    fffa686c  jal x3, -366484
 1425  f21a76ef  4    fffa7f20  jal x13, -360672
 1426  e37a8fef  4    fffa8e36  jal x31, -356810
 1427  8c8aba6f  4    fffab0c8  jal x20, -347960
 1428  e4fb27ef  4    fffb2e4e  jal x15, -315826
 1429  bbeb346f  4    fffb33be  jal x8, -314434
 1430  a51b396f  4    fffb3a50  jal x18, -312752
 1431  8d0b5def  4    fffb50d0  jal x27, -306992
 1432  da6b696f  4    fffb65a6  jal x18, -301658
 1433  e0bb7cef  4    fffb7e0a  jal x25, -295414
 1434  ff6b916f  4    fffb97f6  jal x2, -288778
 1435  9bfba5ef  4    fffba9be  jal x11, -284226
 1436  bf9bca6f  4    fffbcbf8  jal x20, -275464
 1437  b51bd9ef  4    fffbdb50  jal x19, -271536
 1438  fffbfbef  4    fffbfffe  jal x23, -262146
 1439  800c046f  4    fffc0000  jal x8, -262144
 1440  802c0def  4    fffc0002  jal x27, -262142
 1441  d45c8d6f  4    fffc8d44  jal x26, -225980
 1442  abfc966f  4    fffc9abe  jal x12, -222530
 1443  a61cabef  4    fffcaa60  jal x23, -218528
 1444  86cce56f  4    fffce06c  jal x10, -204692
 1445  eedcefef  4    fffceeec  jal x31, -200980
 1446  a15cffef  4    fffcfa14  jal x31, -198124
 1447  dbad0d6f  4    fffd05ba  jal x26, -195142
 1448  dc5d0c6f  4    fffd0dc4  jal x24, -193084
 1449  aeed6aef  4    fffd62ee  jal x21, -171282
 1450  fcedb0ef  4    fffdb7ce  jal x1, -149554
 1451  d85db2ef  4    fffdbd84  jal x5, -148092
 1452  f54debef  4    fffde754  jal x23, -137388
 1453  c95df36f  4    fffdfc94  jal x6, -131948
 1454  fffdf3ef  4    fffdfffe  jal x7, -131074
 1455  800e02ef  4    fffe0000  jal x5, -131072
 1456  802e036f  4    fffe0002  jal x6, -131070
 1457  c26e06ef  4    fffe0426  jal x13, -130010
 1458  e56e2b6f  4    fffe2656  jal x22, -121258
 1459  d47e2b6f  4    fffe2d46  jal x22, -119482
 1460  83de5f6f  4    fffe583c  jal x30, -108484
 1461  947ebcef  4    fffeb946  jal x25, -83642
 1462  fa4ece6f  4    fffec7a4  jal x28, -79964
 1463  fffefdef  4    fffefffe  jal x27, -65538
 1464  800f0cef  4    ffff0000  jal x25, -65536
 1465  802f02ef  4    ffff0002  jal x5, -65534
 1466  d4ef0aef  4    ffff054e  jal x21, -64178
 1467  dedf2f6f  4    ffff2dec  jal x30, -53780
 1468  d23f376f  4    ffff3d22  jal x14, -49886
 1469  c10f616f  4    ffff6410  jal x2, -39920
 1470  c07f7e6f  4    ffff7c06  jal x28, -33786
 1471  d51f706f  4    ffff7d50  jal x0, -33456
 1472  ffff736f  4    ffff7ffe  jal x6, -32770
 1473  800f87ef  4    ffff8000  jal x15, -32768
 1474  802f83ef  4    ffff8002  jal x7, -32766
 1475  e0cf936f  4    ffff960c  jal x6, -27124
 1476  81df996f  4    ffff981c  jal x18, -26596
 1477  a15f926f  4    ffff9a14  jal x4, -26092
 1478  8bbfacef  4    ffffa8ba  jal x25, -22342
 1479  ffffb76f  4    ffffbffe  jal x14, -16386
 1480  800fc7ef  4    ffffc000  jal x15, -16384
 1481  802fc1ef  4    ffffc002  jal x3, -16382
 1482  a66fd76f  4    ffffd266  jal x14, -11674
 1483  ffffdc6f  4    ffffdffe  jal x24, -8194
